FIPS,State,Year,Month,Employable Population,Employed,Unemployed
40,Oklahoma,2017,7,"1,838,179","1,761,105","77,074"
41,Oregon,2017,7,"2,095,682","2,009,373","86,309"
42,Pennsylvania,2017,7,"6,424,959","6,116,627","308,332"
44,Rhode Island,2017,7,"553,296","529,098","24,198"
45,South Carolina,2017,7,"2,313,304","2,214,704","98,600"
46,South Dakota,2017,7,"456,433","441,644","14,789"
47,Tennessee,2017,7,"3,189,009","3,076,714","112,295"
48,Texas,2017,7,"13,582,350","13,011,793","570,557"
49,Utah,2017,7,"1,549,122","1,498,261","50,861"
50,Vermont,2017,7,"345,823","335,717","10,106"
51,Virginia,2017,7,"4,319,979","4,161,450","158,529"
53,Washington,2017,7,"3,734,579","3,559,278","175,301"
54,West Virginia,2017,7,"778,851","738,809","40,042"
55,Wisconsin,2017,7,"3,137,927","3,036,064","101,863"
56,Wyoming,2017,7,"292,842","280,937","11,905"
1,Alabama,2017,8,"2,185,775","2,096,855","88,920"
2,Alaska,2017,8,"358,955","334,099","24,856"
4,Arizona,2017,8,"3,332,708","3,174,978","157,730"
5,Arkansas,2017,8,"1,349,708","1,299,345","50,363"
6,California,2017,8,"19,210,386","18,306,843","903,543"
8,Colorado,2017,8,"3,003,207","2,918,071","85,136"
9,Connecticut,2017,8,"1,893,535","1,805,569","87,966"
10,Delaware,2017,8,"477,114","455,884","21,230"
11,District of Columbia,2017,8,"401,846","377,197","24,649"
12,Florida,2017,8,"10,092,485","9,676,162","416,323"
13,Georgia,2017,8,"5,069,767","4,840,222","229,545"
15,Hawaii,2017,8,"681,950","666,235","15,715"
16,Idaho,2017,8,"836,725","810,455","26,270"
17,Illinois,2017,8,"6,484,128","6,163,798","320,330"
18,Indiana,2017,8,"3,341,454","3,221,814","119,640"
19,Iowa,2017,8,"1,673,330","1,621,979","51,351"
20,Kansas,2017,8,"1,476,793","1,423,257","53,536"
21,Kentucky,2017,8,"2,056,964","1,957,375","99,589"
22,Louisiana,2017,8,"2,103,425","2,000,746","102,679"
23,Maine,2017,8,"697,809","674,464","23,345"
24,Maryland,2017,8,"3,209,188","3,074,875","134,313"
25,Massachusetts,2017,8,"3,695,906","3,557,650","138,256"
26,Michigan,2017,8,"4,893,887","4,667,621","226,266"
27,Minnesota,2017,8,"3,061,889","2,959,715","102,174"
28,Mississippi,2017,8,"1,277,163","1,212,886","64,277"
29,Missouri,2017,8,"3,065,797","2,954,250","111,547"
30,Montana,2017,8,"526,236","505,442","20,794"
31,Nebraska,2017,8,"1,012,820","983,490","29,330"
32,Nevada,2017,8,"1,465,727","1,393,376","72,351"
33,New Hampshire,2017,8,"755,342","735,038","20,304"
34,New Jersey,2017,8,"4,456,259","4,246,868","209,391"
35,New Mexico,2017,8,"935,193","881,605","53,588"
36,New York,2017,8,"9,568,287","9,113,232","455,055"
37,North Carolina,2017,8,"4,950,706","4,735,061","215,645"
38,North Dakota,2017,8,"409,222","398,467","10,755"
39,Ohio,2017,8,"5,789,224","5,501,447","287,777"
40,Oklahoma,2017,8,"1,840,336","1,763,963","76,373"
41,Oregon,2017,8,"2,097,392","2,010,789","86,603"
42,Pennsylvania,2017,8,"6,420,622","6,114,524","306,098"
44,Rhode Island,2017,8,"553,598","529,353","24,245"
45,South Carolina,2017,8,"2,315,408","2,216,712","98,696"
46,South Dakota,2017,8,"456,677","441,802","14,875"
47,Tennessee,2017,8,"3,196,661","3,085,631","111,030"
48,Texas,2017,8,"13,601,714","13,038,893","562,821"
49,Utah,2017,8,"1,551,585","1,500,992","50,593"
50,Vermont,2017,8,"346,055","336,064","9,991"
51,Virginia,2017,8,"4,323,055","4,166,527","156,528"
53,Washington,2017,8,"3,739,701","3,564,798","174,903"
54,West Virginia,2017,8,"779,701","739,089","40,612"
55,Wisconsin,2017,8,"3,138,347","3,036,889","101,458"
56,Wyoming,2017,8,"292,734","280,774","11,960"
1,Alabama,2017,9,"2,186,882","2,099,944","86,938"
2,Alaska,2017,9,"358,433","333,676","24,757"
4,Arizona,2017,9,"3,338,749","3,181,220","157,529"
5,Arkansas,2017,9,"1,349,858","1,299,427","50,431"
6,California,2017,9,"19,213,079","18,323,455","889,624"
8,Colorado,2017,9,"3,011,552","2,925,074","86,478"
9,Connecticut,2017,9,"1,891,058","1,803,573","87,485"
10,Delaware,2017,9,"477,547","456,544","21,003"
11,District of Columbia,2017,9,"402,130","377,757","24,373"
12,Florida,2017,9,"10,094,477","9,682,213","412,264"
13,Georgia,2017,9,"5,075,111","4,848,794","226,317"
15,Hawaii,2017,9,"680,790","665,358","15,432"
16,Idaho,2017,9,"838,806","812,653","26,153"
17,Illinois,2017,9,"6,483,625","6,167,026","316,599"
18,Indiana,2017,9,"3,343,190","3,224,415","118,775"
19,Iowa,2017,9,"1,672,334","1,621,984","50,350"
20,Kansas,2017,9,"1,476,276","1,423,318","52,958"
21,Kentucky,2017,9,"2,056,448","1,959,496","96,952"
22,Louisiana,2017,9,"2,104,598","2,004,011","100,587"
23,Maine,2017,9,"697,541","674,605","22,936"
24,Maryland,2017,9,"3,210,100","3,075,642","134,458"
25,Massachusetts,2017,9,"3,701,711","3,564,432","137,279"
26,Michigan,2017,9,"4,896,914","4,668,084","228,830"
27,Minnesota,2017,9,"3,062,333","2,962,056","100,277"
28,Mississippi,2017,9,"1,276,188","1,212,687","63,501"
29,Missouri,2017,9,"3,064,685","2,954,115","110,570"
30,Montana,2017,9,"526,271","505,558","20,713"
31,Nebraska,2017,9,"1,013,521","984,192","29,329"
32,Nevada,2017,9,"1,469,187","1,397,325","71,862"
33,New Hampshire,2017,9,"755,799","735,450","20,349"
34,New Jersey,2017,9,"4,451,899","4,242,119","209,780"
35,New Mexico,2017,9,"934,922","882,142","52,780"
36,New York,2017,9,"9,557,643","9,105,971","451,672"
37,North Carolina,2017,9,"4,955,417","4,740,683","214,734"
38,North Dakota,2017,9,"408,624","397,731","10,893"
39,Ohio,2017,9,"5,786,273","5,503,784","282,489"
40,Oklahoma,2017,9,"1,841,880","1,766,322","75,558"
41,Oregon,2017,9,"2,098,221","2,011,532","86,689"
42,Pennsylvania,2017,9,"6,416,554","6,112,224","304,330"
44,Rhode Island,2017,9,"553,818","529,523","24,295"
45,South Carolina,2017,9,"2,317,122","2,218,754","98,368"
46,South Dakota,2017,9,"456,949","442,057","14,892"
47,Tennessee,2017,9,"3,202,968","3,092,243","110,725"
48,Texas,2017,9,"13,621,164","13,063,996","557,168"
49,Utah,2017,9,"1,553,867","1,503,651","50,216"
50,Vermont,2017,9,"346,211","336,340","9,871"
51,Virginia,2017,9,"4,324,186","4,170,033","154,153"
53,Washington,2017,9,"3,743,691","3,569,425","174,266"
54,West Virginia,2017,9,"780,391","739,301","41,090"
55,Wisconsin,2017,9,"3,137,353","3,037,173","100,180"
56,Wyoming,2017,9,"292,566","280,584","11,982"
1,Alabama,2017,10,"2,187,906","2,102,409","85,497"
2,Alaska,2017,10,"357,834","333,225","24,609"
4,Arizona,2017,10,"3,344,829","3,186,910","157,919"
5,Arkansas,2017,10,"1,349,769","1,299,370","50,399"
6,California,2017,10,"19,210,520","18,336,244","874,276"
8,Colorado,2017,10,"3,018,886","2,931,437","87,449"
9,Connecticut,2017,10,"1,889,371","1,802,204","87,167"
10,Delaware,2017,10,"477,946","457,190","20,756"
11,District of Columbia,2017,10,"402,442","378,403","24,039"
12,Florida,2017,10,"10,095,930","9,688,120","407,810"
13,Georgia,2017,10,"5,078,141","4,854,838","223,303"
15,Hawaii,2017,10,"679,933","664,648","15,285"
16,Idaho,2017,10,"840,861","814,841","26,020"
17,Illinois,2017,10,"6,480,390","6,169,955","310,435"
18,Indiana,2017,10,"3,343,693","3,227,318","116,375"
19,Iowa,2017,10,"1,671,496","1,622,236","49,260"
20,Kansas,2017,10,"1,475,509","1,423,215","52,294"
21,Kentucky,2017,10,"2,055,337","1,961,150","94,187"
22,Louisiana,2017,10,"2,105,373","2,006,482","98,891"
23,Maine,2017,10,"697,219","674,703","22,516"
24,Maryland,2017,10,"3,210,572","3,075,870","134,702"
25,Massachusetts,2017,10,"3,708,326","3,572,182","136,144"
26,Michigan,2017,10,"4,896,847","4,668,169","228,678"
27,Minnesota,2017,10,"3,062,047","2,964,049","97,998"
28,Mississippi,2017,10,"1,274,938","1,212,198","62,740"
29,Missouri,2017,10,"3,062,591","2,953,071","109,520"
30,Montana,2017,10,"526,359","505,766","20,593"
31,Nebraska,2017,10,"1,014,299","984,933","29,366"
32,Nevada,2017,10,"1,472,724","1,401,245","71,479"
33,New Hampshire,2017,10,"756,335","735,975","20,360"
34,New Jersey,2017,10,"4,446,491","4,237,472","209,019"
35,New Mexico,2017,10,"934,650","882,801","51,849"
36,New York,2017,10,"9,543,205","9,096,611","446,594"
37,North Carolina,2017,10,"4,957,257","4,743,871","213,386"
38,North Dakota,2017,10,"408,014","397,043","10,971"
39,Ohio,2017,10,"5,780,053","5,504,884","275,169"
40,Oklahoma,2017,10,"1,842,926","1,768,335","74,591"
41,Oregon,2017,10,"2,098,442","2,011,793","86,649"
42,Pennsylvania,2017,10,"6,412,816","6,110,386","302,430"
44,Rhode Island,2017,10,"553,970","529,640","24,330"
45,South Carolina,2017,10,"2,318,668","2,221,181","97,487"
46,South Dakota,2017,10,"457,283","442,454","14,829"
47,Tennessee,2017,10,"3,207,815","3,096,685","111,130"
48,Texas,2017,10,"13,641,289","13,087,950","553,339"
49,Utah,2017,10,"1,555,978","1,506,213","49,765"
50,Vermont,2017,10,"346,301","336,560","9,741"
51,Virginia,2017,10,"4,323,829","4,172,499","151,330"
53,Washington,2017,10,"3,747,458","3,573,959","173,499"
54,West Virginia,2017,10,"780,894","739,435","41,459"
55,Wisconsin,2017,10,"3,135,391","3,037,272","98,119"
56,Wyoming,2017,10,"292,320","280,372","11,948"
1,Alabama,2017,11,"2,189,013","2,104,285","84,728"
2,Alaska,2017,11,"357,182","332,767","24,415"
4,Arizona,2017,11,"3,351,184","3,192,358","158,826"
5,Arkansas,2017,11,"1,349,591","1,299,197","50,394"
6,California,2017,11,"19,204,927","18,344,984","859,943"
8,Colorado,2017,11,"3,025,601","2,937,284","88,317"
9,Connecticut,2017,11,"1,888,351","1,801,515","86,836"
10,Delaware,2017,11,"478,329","457,847","20,482"
11,District of Columbia,2017,11,"402,832","379,105","23,727"
12,Florida,2017,11,"10,097,965","9,694,399","403,566"
13,Georgia,2017,11,"5,079,195","4,858,501","220,694"
15,Hawaii,2017,11,"679,401","664,138","15,263"
16,Idaho,2017,11,"842,850","816,978","25,872"
17,Illinois,2017,11,"6,474,985","6,172,027","302,958"
18,Indiana,2017,11,"3,344,001","3,230,467","113,534"
19,Iowa,2017,11,"1,671,300","1,623,003","48,297"
20,Kansas,2017,11,"1,474,727","1,423,062","51,665"
21,Kentucky,2017,11,"2,053,900","1,962,173","91,727"
22,Louisiana,2017,11,"2,105,777","2,007,922","97,855"
23,Maine,2017,11,"696,903","674,744","22,159"
24,Maryland,2017,11,"3,210,715","3,075,849","134,866"
25,Massachusetts,2017,11,"3,716,022","3,580,888","135,134"
26,Michigan,2017,11,"4,894,842","4,668,314","226,528"
27,Minnesota,2017,11,"3,061,481","2,965,577","95,904"
28,Mississippi,2017,11,"1,273,531","1,211,370","62,161"
29,Missouri,2017,11,"3,059,836","2,951,457","108,379"
30,Montana,2017,11,"526,503","506,057","20,446"
31,Nebraska,2017,11,"1,015,169","985,709","29,460"
32,Nevada,2017,11,"1,476,306","1,405,134","71,172"
33,New Hampshire,2017,11,"756,948","736,606","20,342"
34,New Jersey,2017,11,"4,440,412","4,233,062","207,350"
35,New Mexico,2017,11,"934,345","883,559","50,786"
36,New York,2017,11,"9,527,547","9,085,925","441,622"
37,North Carolina,2017,11,"4,956,898","4,745,105","211,793"
38,North Dakota,2017,11,"407,395","396,404","10,991"
39,Ohio,2017,11,"5,772,303","5,504,517","267,786"
40,Oklahoma,2017,11,"1,843,553","1,770,004","73,549"
41,Oregon,2017,11,"2,098,180","2,011,586","86,594"
42,Pennsylvania,2017,11,"6,409,039","6,108,932","300,107"
44,Rhode Island,2017,11,"554,085","529,752","24,333"
45,South Carolina,2017,11,"2,320,154","2,224,179","95,975"
46,South Dakota,2017,11,"457,627","442,897","14,730"
47,Tennessee,2017,11,"3,211,390","3,099,333","112,057"
48,Texas,2017,11,"13,661,966","13,110,303","551,663"
49,Utah,2017,11,"1,557,840","1,508,523","49,317"
50,Vermont,2017,11,"346,324","336,722","9,602"
51,Virginia,2017,11,"4,322,440","4,174,224","148,216"
53,Washington,2017,11,"3,751,607","3,578,825","172,782"
54,West Virginia,2017,11,"781,184","739,434","41,750"
55,Wisconsin,2017,11,"3,132,930","3,037,053","95,877"
56,Wyoming,2017,11,"292,024","280,158","11,866"
1,Alabama,2017,12,"2,190,664","2,106,038","84,626"
2,Alaska,2017,12,"356,505","332,314","24,191"
4,Arizona,2017,12,"3,358,236","3,198,442","159,794"
5,Arkansas,2017,12,"1,349,478","1,299,051","50,427"
6,California,2017,12,"19,200,661","18,353,112","847,549"
8,Colorado,2017,12,"3,032,321","2,943,243","89,078"
9,Connecticut,2017,12,"1,887,951","1,801,694","86,257"
10,Delaware,2017,12,"478,746","458,573","20,173"
11,District of Columbia,2017,12,"403,340","379,846","23,494"
12,Florida,2017,12,"10,102,103","9,702,948","399,155"
13,Georgia,2017,12,"5,079,132","4,861,087","218,045"
15,Hawaii,2017,12,"679,141","663,827","15,314"
16,Idaho,2017,12,"844,790","819,073","25,717"
17,Illinois,2017,12,"6,468,743","6,173,887","294,856"
18,Indiana,2017,12,"3,345,485","3,234,218","111,267"
19,Iowa,2017,12,"1,672,136","1,624,632","47,504"
20,Kansas,2017,12,"1,474,241","1,423,163","51,078"
21,Kentucky,2017,12,"2,052,740","1,962,812","89,928"
22,Louisiana,2017,12,"2,105,982","2,008,419","97,563"
23,Maine,2017,12,"696,687","674,776","21,911"
24,Maryland,2017,12,"3,210,795","3,076,150","134,645"
25,Massachusetts,2017,12,"3,725,250","3,591,029","134,221"
26,Michigan,2017,12,"4,892,769","4,669,708","223,061"
27,Minnesota,2017,12,"3,061,162","2,966,934","94,228"
28,Mississippi,2017,12,"1,272,264","1,210,447","61,817"
29,Missouri,2017,12,"3,056,857","2,950,059","106,798"
30,Montana,2017,12,"526,665","506,396","20,269"
31,Nebraska,2017,12,"1,016,118","986,561","29,557"
32,Nevada,2017,12,"1,479,888","1,409,097","70,791"
33,New Hampshire,2017,12,"757,622","737,320","20,302"
34,New Jersey,2017,12,"4,434,158","4,229,695","204,463"
35,New Mexico,2017,12,"934,073","884,438","49,635"
36,New York,2017,12,"9,513,789","9,077,369","436,420"
37,North Carolina,2017,12,"4,956,077","4,746,307","209,770"
38,North Dakota,2017,12,"406,774","395,797","10,977"
39,Ohio,2017,12,"5,765,539","5,503,581","261,958"
40,Oklahoma,2017,12,"1,843,994","1,771,551","72,443"
41,Oregon,2017,12,"2,097,630","2,011,131","86,499"
42,Pennsylvania,2017,12,"6,405,191","6,108,667","296,524"
44,Rhode Island,2017,12,"554,218","529,947","24,271"
45,South Carolina,2017,12,"2,321,646","2,228,024","93,622"
46,South Dakota,2017,12,"457,922","443,288","14,634"
47,Tennessee,2017,12,"3,214,570","3,101,384","113,186"
48,Texas,2017,12,"13,683,655","13,132,506","551,149"
49,Utah,2017,12,"1,559,444","1,510,541","48,903"
50,Vermont,2017,12,"346,302","336,833","9,469"
51,Virginia,2017,12,"4,321,090","4,176,250","144,840"
53,Washington,2017,12,"3,756,630","3,584,565","172,065"
54,West Virginia,2017,12,"781,433","739,424","42,009"
55,Wisconsin,2017,12,"3,130,606","3,036,632","93,974"
56,Wyoming,2017,12,"291,730","279,971","11,759"
1,Alabama,2018,1,"2,193,503","2,108,270","85,233"
2,Alaska,2018,1,"355,829","331,874","23,955"
4,Arizona,2018,1,"3,366,486","3,205,948","160,538"
5,Arkansas,2018,1,"1,349,555","1,299,054","50,501"
6,California,2018,1,"19,203,648","18,364,857","838,791"
8,Colorado,2018,1,"3,039,756","2,949,910","89,846"
9,Connecticut,2018,1,"1,888,333","1,802,920","85,413"
10,Delaware,2018,1,"479,247","459,416","19,831"
11,District of Columbia,2018,1,"403,941","380,575","23,366"
12,Florida,2018,1,"10,110,173","9,715,663","394,510"
13,Georgia,2018,1,"5,079,500","4,864,151","215,349"
15,Hawaii,2018,1,"679,065","663,660","15,405"
16,Idaho,2018,1,"846,687","821,121","25,566"
17,Illinois,2018,1,"6,464,113","6,176,211","287,902"
18,Indiana,2018,1,"3,349,616","3,238,977","110,639"
19,Iowa,2018,1,"1,674,204","1,627,347","46,857"
20,Kansas,2018,1,"1,474,306","1,423,709","50,597"
21,Kentucky,2018,1,"2,052,556","1,963,545","89,011"
22,Louisiana,2018,1,"2,106,452","2,008,150","98,302"
23,Maine,2018,1,"696,632","674,833","21,799"
24,Maryland,2018,1,"3,211,332","3,077,302","134,030"
25,Massachusetts,2018,1,"3,736,286","3,602,886","133,400"
26,Michigan,2018,1,"4,893,013","4,673,543","219,470"
27,Minnesota,2018,1,"3,061,622","2,968,564","93,058"
28,Mississippi,2018,1,"1,271,479","1,209,764","61,715"
29,Missouri,2018,1,"3,054,637","2,949,635","105,002"
30,Montana,2018,1,"526,863","506,795","20,068"
31,Nebraska,2018,1,"1,017,168","987,524","29,644"
32,Nevada,2018,1,"1,483,433","1,413,172","70,261"
33,New Hampshire,2018,1,"758,385","738,133","20,252"
34,New Jersey,2018,1,"4,429,148","4,228,216","200,932"
35,New Mexico,2018,1,"933,989","885,510","48,479"
36,New York,2018,1,"9,505,817","9,074,847","430,970"
37,North Carolina,2018,1,"4,957,181","4,749,545","207,636"
38,North Dakota,2018,1,"406,159","395,224","10,935"
39,Ohio,2018,1,"5,762,656","5,503,461","259,195"
40,Oklahoma,2018,1,"1,844,534","1,773,283","71,251"
41,Oregon,2018,1,"2,097,096","2,010,773","86,323"
42,Pennsylvania,2018,1,"6,402,605","6,110,928","291,677"
44,Rhode Island,2018,1,"554,379","530,280","24,099"
45,South Carolina,2018,1,"2,323,502","2,232,819","90,683"
46,South Dakota,2018,1,"458,170","443,624","14,546"
47,Tennessee,2018,1,"3,218,699","3,104,315","114,384"
48,Texas,2018,1,"13,707,892","13,156,374","551,518"
49,Utah,2018,1,"1,560,861","1,512,307","48,554"
50,Vermont,2018,1,"346,242","336,887","9,355"
51,Virginia,2018,1,"4,321,285","4,179,688","141,597"
53,Washington,2018,1,"3,762,893","3,591,510","171,383"
54,West Virginia,2018,1,"781,862","739,607","42,255"
55,Wisconsin,2018,1,"3,129,139","3,036,181","92,958"
56,Wyoming,2018,1,"291,480","279,834","11,646"
1,Alabama,2018,2,"2,197,940","2,111,603","86,337"
2,Alaska,2018,2,"355,178","331,455","23,723"
4,Arizona,2018,2,"3,376,106","3,215,169","160,937"
5,Arkansas,2018,2,"1,349,868","1,299,305","50,563"
6,California,2018,2,"19,217,455","18,383,340","834,115"
8,Colorado,2018,2,"3,048,319","2,957,429","90,890"
9,Connecticut,2018,2,"1,889,624","1,805,271","84,353"
10,Delaware,2018,2,"479,842","460,368","19,474"
11,District of Columbia,2018,2,"404,566","381,242","23,324"
12,Florida,2018,2,"10,123,101","9,733,243","389,858"
13,Georgia,2018,2,"5,081,503","4,868,724","212,779"
15,Hawaii,2018,2,"679,046","663,511","15,535"
16,Idaho,2018,2,"848,612","823,187","25,425"
17,Illinois,2018,2,"6,463,085","6,179,396","283,689"
18,Indiana,2018,2,"3,357,086","3,244,966","112,120"
19,Iowa,2018,2,"1,677,313","1,630,983","46,330"
20,Kansas,2018,2,"1,474,952","1,424,710","50,242"
21,Kentucky,2018,2,"2,053,707","1,964,826","88,881"
22,Louisiana,2018,2,"2,107,557","2,007,428","100,129"
23,Maine,2018,2,"696,733","674,892","21,841"
24,Maryland,2018,2,"3,212,769","3,079,632","133,137"
25,Massachusetts,2018,2,"3,748,938","3,616,193","132,745"
26,Michigan,2018,2,"4,896,797","4,680,362","216,435"
27,Minnesota,2018,2,"3,063,130","2,970,767","92,363"
28,Mississippi,2018,2,"1,271,287","1,209,516","61,771"
29,Missouri,2018,2,"3,054,065","2,950,686","103,379"
30,Montana,2018,2,"527,149","507,281","19,868"
31,Nebraska,2018,2,"1,018,343","988,614","29,729"
32,Nevada,2018,2,"1,486,949","1,417,368","69,581"
33,New Hampshire,2018,2,"759,267","739,058","20,209"
34,New Jersey,2018,2,"4,426,833","4,229,220","197,613"
35,New Mexico,2018,2,"934,219","886,811","47,408"
36,New York,2018,2,"9,506,088","9,080,635","425,453"
37,North Carolina,2018,2,"4,961,922","4,756,173","205,749"
38,North Dakota,2018,2,"405,555","394,685","10,870"
39,Ohio,2018,2,"5,765,139","5,505,283","259,856"
40,Oklahoma,2018,2,"1,845,258","1,775,321","69,937"
41,Oregon,2018,2,"2,096,731","2,010,720","86,011"
42,Pennsylvania,2018,2,"6,403,044","6,116,640","286,404"
44,Rhode Island,2018,2,"554,530","530,755","23,775"
45,South Carolina,2018,2,"2,325,939","2,238,369","87,570"
46,South Dakota,2018,2,"458,394","443,930","14,464"
47,Tennessee,2018,2,"3,224,656","3,109,171","115,485"
48,Texas,2018,2,"13,735,386","13,182,948","552,438"
49,Utah,2018,2,"1,562,204","1,513,912","48,292"
50,Vermont,2018,2,"346,156","336,893","9,263"
51,Virginia,2018,2,"4,324,074","4,185,221","138,853"
53,Washington,2018,2,"3,770,387","3,599,592","170,795"
54,West Virginia,2018,2,"782,563","740,125","42,438"
55,Wisconsin,2018,2,"3,128,762","3,035,713","93,049"
56,Wyoming,2018,2,"291,319","279,768","11,551"
1,Alabama,2018,3,"2,203,652","2,116,089","87,563"
2,Alaska,2018,3,"354,566","331,070","23,496"
4,Arizona,2018,3,"3,386,426","3,225,595","160,831"
5,Arkansas,2018,3,"1,350,386","1,299,917","50,469"
6,California,2018,3,"19,238,651","18,407,492","831,159"
8,Colorado,2018,3,"3,057,607","2,965,268","92,339"
9,Connecticut,2018,3,"1,891,731","1,808,623","83,108"
10,Delaware,2018,3,"480,470","461,344","19,126"
11,District of Columbia,2018,3,"405,079","381,752","23,327"
12,Florida,2018,3,"10,138,504","9,753,654","384,850"
13,Georgia,2018,3,"5,084,498","4,874,374","210,124"
15,Hawaii,2018,3,"678,937","663,231","15,706"
16,Idaho,2018,3,"850,622","825,346","25,276"
17,Illinois,2018,3,"6,464,625","6,182,845","281,780"
18,Indiana,2018,3,"3,366,816","3,251,915","114,901"
19,Iowa,2018,3,"1,680,761","1,634,987","45,774"
20,Kansas,2018,3,"1,475,864","1,426,026","49,838"
21,Kentucky,2018,3,"2,055,810","1,966,703","89,107"
22,Louisiana,2018,3,"2,108,976","2,006,500","102,476"
23,Maine,2018,3,"696,866","674,850","22,016"
24,Maryland,2018,3,"3,215,039","3,082,972","132,067"
25,Massachusetts,2018,3,"3,762,067","3,629,933","132,134"
26,Michigan,2018,3,"4,902,556","4,689,149","213,407"
27,Minnesota,2018,3,"3,065,197","2,973,525","91,672"
28,Mississippi,2018,3,"1,271,440","1,209,652","61,788"
29,Missouri,2018,3,"3,054,534","2,952,953","101,581"
30,Montana,2018,3,"527,522","507,839","19,683"
31,Nebraska,2018,3,"1,019,584","989,813","29,771"
32,Nevada,2018,3,"1,490,478","1,421,680","68,798"
33,New Hampshire,2018,3,"760,233","740,073","20,160"
34,New Jersey,2018,3,"4,427,229","4,232,626","194,603"
35,New Mexico,2018,3,"934,766","888,301","46,465"
36,New York,2018,3,"9,512,599","9,093,681","418,918"
37,North Carolina,2018,3,"4,969,833","4,766,016","203,817"
38,North Dakota,2018,3,"404,957","394,168","10,789"
39,Ohio,2018,3,"5,771,374","5,509,047","262,327"
40,Oklahoma,2018,3,"1,845,872","1,777,502","68,370"
41,Oregon,2018,3,"2,096,318","2,010,909","85,409"
42,Pennsylvania,2018,3,"6,406,524","6,125,296","281,228"
44,Rhode Island,2018,3,"554,642","531,319","23,323"
45,South Carolina,2018,3,"2,328,663","2,244,195","84,468"
46,South Dakota,2018,3,"458,607","444,237","14,370"
47,Tennessee,2018,3,"3,231,944","3,115,677","116,267"
48,Texas,2018,3,"13,762,997","13,211,042","551,955"
49,Utah,2018,3,"1,563,548","1,515,420","48,128"
50,Vermont,2018,3,"346,063","336,880","9,183"
51,Virginia,2018,3,"4,328,875","4,192,335","136,540"
53,Washington,2018,3,"3,778,474","3,608,360","170,114"
54,West Virginia,2018,3,"783,406","740,960","42,446"
55,Wisconsin,2018,3,"3,128,769","3,034,914","93,855"
56,Wyoming,2018,3,"291,252","279,766","11,486"
1,Alabama,2018,4,"2,209,336","2,120,773","88,563"
2,Alaska,2018,4,"353,961","330,684","23,277"
4,Arizona,2018,4,"3,396,135","3,235,878","160,257"
5,Arkansas,2018,4,"1,350,866","1,300,745","50,121"
6,California,2018,4,"19,257,356","18,430,112","827,244"
8,Colorado,2018,4,"3,066,430","2,972,306","94,124"
9,Connecticut,2018,4,"1,894,234","1,812,494","81,740"
10,Delaware,2018,4,"481,017","462,207","18,810"
11,District of Columbia,2018,4,"405,313","381,999","23,314"
12,Florida,2018,4,"10,150,992","9,772,198","378,794"
13,Georgia,2018,4,"5,085,773","4,878,845","206,928"
15,Hawaii,2018,4,"678,570","662,636","15,934"
16,Idaho,2018,4,"852,551","827,456","25,095"
17,Illinois,2018,4,"6,465,232","6,184,640","280,592"
18,Indiana,2018,4,"3,375,897","3,258,333","117,564"
19,Iowa,2018,4,"1,683,698","1,638,661","45,037"
20,Kansas,2018,4,"1,476,613","1,427,356","49,257"
21,Kentucky,2018,4,"2,057,822","1,968,419","89,403"
22,Louisiana,2018,4,"2,109,591","2,005,076","104,515"
23,Maine,2018,4,"696,824","674,557","22,267"
24,Maryland,2018,4,"3,217,255","3,086,407","130,848"
25,Massachusetts,2018,4,"3,773,854","3,642,519","131,335"
26,Michigan,2018,4,"4,906,354","4,696,814","209,540"
27,Minnesota,2018,4,"3,066,759","2,976,186","90,573"
28,Mississippi,2018,4,"1,271,336","1,209,750","61,586"
29,Missouri,2018,4,"3,054,401","2,955,083","99,318"
30,Montana,2018,4,"527,913","508,392","19,521"
31,Nebraska,2018,4,"1,020,765","991,044","29,721"
32,Nevada,2018,4,"1,493,990","1,425,997","67,993"
33,New Hampshire,2018,4,"761,142","741,076","20,066"
34,New Jersey,2018,4,"4,428,470","4,236,980","191,490"
35,New Mexico,2018,4,"935,432","889,752","45,680"
36,New York,2018,4,"9,518,802","9,108,362","410,440"
37,North Carolina,2018,4,"4,977,177","4,775,695","201,482"
38,North Dakota,2018,4,"404,346","393,648","10,698"
39,Ohio,2018,4,"5,777,036","5,512,758","264,278"
40,Oklahoma,2018,4,"1,845,634","1,779,199","66,435"
41,Oregon,2018,4,"2,095,429","2,010,989","84,440"
42,Pennsylvania,2018,4,"6,410,857","6,134,305","276,552"
44,Rhode Island,2018,4,"554,697","531,888","22,809"
45,South Carolina,2018,4,"2,331,110","2,249,393","81,717"
46,South Dakota,2018,4,"458,801","444,552","14,249"
47,Tennessee,2018,4,"3,238,744","3,122,149","116,595"
48,Texas,2018,4,"13,784,494","13,236,243","548,251"
49,Utah,2018,4,"1,564,856","1,516,798","48,058"
50,Vermont,2018,4,"345,950","336,849","9,101"
51,Virginia,2018,4,"4,333,258","4,198,820","134,438"
53,Washington,2018,4,"3,785,883","3,616,762","169,121"
54,West Virginia,2018,4,"784,056","741,842","42,214"
55,Wisconsin,2018,4,"3,127,690","3,033,030","94,660"
56,Wyoming,2018,4,"291,237","279,782","11,455"
1,Alabama,2018,5,"2,213,939","2,124,833","89,106"
2,Alaska,2018,5,"353,358","330,286","23,072"
4,Arizona,2018,5,"3,404,930","3,245,296","159,634"
5,Arkansas,2018,5,"1,351,212","1,301,603","49,609"
